Attribute,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
mean,11.7278,13.1083,16.9158,17.8762,7.9857,12.7286,12.0286,18.3227,6.2231,7.1364,12.8571,14.4,5.4231,9.3917,7.8,10.9176
std. dev.,3.755,3.6951,4.9281,3.6012,2.8179,2.8997,3.4803,4.8196,2.1024,2.0031,5.1955,4.1827,2.0352,2.1873,2.9422,6.5177
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT - Occupied units paying rent - $500 to $999,,,,,,,,,,,,,,,,
value,37.719,55.4229,62.5443,62.2842,46.8655,60.2555,54.4119,62.1787,38.3842,54.2347,56.5375,58.9733,15.6267,49.3176,51.3247,53.6219
min,18.4,45.8,56.5,54.2,33.6,51.7,35.7,50.7,21.4,38.2,47.8,49.1,7.8,29.3,41.1,34.4
max,60.3,63.4,68.6,68.2,68.1,72.7,62.5,70.1,64.2,65.1,65.5,68,21.4,58.8,60.6,68.6
mean,37.65,55.425,62.5579,62.3048,46.9238,60.2429,54.5429,62.1545,38.3923,54.2636,56.5143,58.9409,15.6769,49.3917,51.4,53.8059
std. dev.,9.9731,5.1699,3.5287,3.903,8.5854,5.4794,9.0714,4.6841,12.3745,8.7319,5.657,4.8058,3.5808,7.8411,6.7394,9.7636
,,,,,,,,,,,,,,,,
"2014 Estimate; GROSS RENT - Occupied units paying rent - $3,000 or more",,,,,,,,,,,,,,,,
value,0.9585,0.3813,0.3144,0.3172,0.4279,0.6037,0.3678,0.1325,1.1607,0.4395,0.2498,0.3038,4.8793,0.3284,0.406,0.5677
min,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0
max,3.1,1,1.4,1.1,0.9,1.8,0.8,0.7,2.4,0.9,0.7,1.5,9.5,1.1,1,2.4
mean,0.9611,0.3833,0.3158,0.3143,0.4333,0.6071,0.3714,0.1318,1.1692,0.4364,0.2429,0.3091,4.8615,0.325,0.4,0.5647
std. dev.,0.8879,0.3762,0.3962,0.292,0.3104,0.5313,0.2984,0.1836,0.6524,0.3695,0.2563,0.3963,2.2013,0.3223,0.3674,0.8031
,,,,,,,,,,,,,,,,
"2014 Estimate; GROSS RENT - Occupied units paying rent - $2,500 to $2,9",,,,,,,,,,,,,,,,
value,1.0169,0.2508,0.2936,0.3596,0.6351,0.3774,0.259,0.2342,1.2553,0.5692,0.307,0.2696,5.885,0.3805,0.61,0.4342
min,0,0,0,0,0,0,0,0,0.4,0,0,0,3.5,0,0,0
max,3.4,0.6,1.3,1.1,1.6,1.4,0.7,2,2.1,1.5,1,1.2,11.1,1.9,1.8,1.8
mean,1.0167,0.25,0.2895,0.3667,0.6429,0.3714,0.2571,0.2364,1.2538,0.5727,0.3071,0.2682,5.8692,0.375,0.6154,0.4235
std. dev.,0.8992,0.2195,0.3281,0.2817,0.5046,0.395,0.2507,0.4624,0.5753,0.5533,0.2731,0.3414,2.5038,0.5362,0.4997,0.4549
,,,,,,,,,,,,,,,,
"2014 Estimate; GROSS RENT - Occupied units paying rent - $2,000 to $2,4",,,,,,,,,,,,,,,,
value,3.0927,1.3032,0.5905,0.6747,2.2861,1.2794,0.6901,0.5834,5.1321,1.6894,0.8896,0.8512,13.0822,2.4928,1.6749,1.918
min,0.9,0.2,0,0,1.1,0.2,0.1,0,0.9,0.6,0,0,8.6,0.2,0.8,0
max,8.4,3.3,2.1,1.8,4,3.8,1.3,1.9,12.7,2.9,1.6,2.7,19.1,6.5,2.9,4.2
mean,3.1111,1.3083,0.5789,0.6762,2.2905,1.2786,0.6857,0.5773,5.1308,1.6909,0.8857,0.8364,13.0462,2.4667,1.6769,1.9
std. dev.,2.0085,1.0166,0.5692,0.5069,0.8342,0.9752,0.4525,0.5415,3.5917,0.836,0.4721,0.77,2.7808,1.8287,0.7143,1.287
,,,,,,,,,,,,,,,,
"2014 Estimate; GROSS RENT - Occupied units paying rent - $1,500 to $1,9",,,,,,,,,,,,,,,,
value,11.3774,5.4712,2.3517,2.8523,9.0795,4.2008,6.6327,2.9695,14.2946,7.9265,4.6729,3.6751,24.2287,8.9611,7.7131,6.1021
min,4.2,2.9,0.6,0.5,3.1,1.3,4,0.7,6,3.1,2.1,0.5,20,3.8,4,1.2
max,21.2,11,4.3,5.3,14.2,7.9,9.6,9.7,22.8,14.8,7.1,5.5,28.1,17.6,11.2,13.2
mean,11.4611,5.4667,2.3263,2.8524,9.0714,4.2071,6.6143,3,14.2308,7.9273,4.6571,3.6955,24.1846,8.9417,7.7077,6.0235
std. dev.,4.8332,2.3341,1.1671,1.2512,3.1509,1.8269,1.9343,1.9962,5.1924,3.2456,1.7917,1.3716,2.8442,3.8543,2.4085,3.4836
,,,,,,,,,,,,,,,,
"2014 Estimate; GROSS RENT - Occupied units paying rent - $1,000 to $1,4",,,,,,,,,,,,,,,,
value,34.0635,24.0767,17.0701,15.5913,32.659,20.5405,25.5894,15.5954,33.5206,27.9902,24.571,21.4786,30.9082,29.1148,30.48,26.5121
min,24.5,16.5,9.5,9.9,21.5,9.9,18.9,5.4,16.2,17.5,13.5,12.7,21.3,23.5,20.1,10.6
max,40.2,31,24.6,26.3,41.9,29.1,35.5,23.1,44,38.2,34,36.2,36.3,37.9,44.8,37.4
mean,34.1056,24.0417,17,15.6143,32.6381,20.5429,25.5,15.5909,33.5846,27.9545,24.5357,21.5545,30.9692,29.1,30.4077,26.3529
std. dev.,4.3665,4.7262,3.9521,3.7184,5.9429,4.9251,6.179,4.789,6.6469,6.6326,6.17,6.0339,4.3389,4.2201,7.6711,8.7136
,,,,,,,,,,,,,,,,
2014 Estimate; BEDROOMS - Total housing units - No bedroom,,,,,,,,,,,,,,,,
value,2.1924,1.3329,1.3365,1.6504,1.427,1.845,3.1901,1.5019,2.8354,2.342,1.5486,1.4501,3.1642,2.0246,1.6698,1.837
min,1.2,0.5,0.7,0.8,0.3,0.6,1,0.8,1.3,1,0.7,0.4,1.8,1.5,0.4,0.7
max,3.9,2,2.3,4.7,2.6,3.3,11.1,2.8,4.8,8.1,2.6,4.9,5.3,2.8,2.8,4.5
mean,2.1833,1.3385,1.3316,1.6524,1.4318,1.8429,3.1857,1.5227,2.84,2.3182,1.5429,1.4565,3.1846,2.0231,1.6538,1.8412
std. dev.,0.7213,0.4976,0.451,0.8454,0.5744,0.7521,3.5541,0.6094,1.0105,1.9778,0.5473,0.9783,1.3082,0.3982,0.7501,1.073
,,,,,,,,,,,,,,,,
2014 Estimate; BEDROOMS - Total housing units - 5 or more bedrooms,,,,,,,,,,,,,,,,
value,4.0421,7.3008,4.8272,3.3736,8.7332,5.6348,3.7169,2.6498,5.2237,5.206,2.6616,2.9268,5.3907,3.2225,2.7739,1.9584
min,2.6,4.6,2.8,1.7,2.4,2.9,3.1,1.1,3.1,3.5,1.6,1,2.3,1.7,1.5,0.5
max,6.7,19.9,14.7,6.1,28.6,8.9,4.6,5.4,8.2,8.2,3.5,5.5,9.6,6.1,4.6,3.9
mean,4.0444,7.3462,4.8263,3.381,8.6273,5.6357,3.7143,2.6636,5.2267,5.1818,2.6571,2.9391,5.3462,3.2,2.7692,1.9529
std. dev.,1.0456,4.1036,2.6618,0.902,6.6999,1.8408,0.6414,1.135,1.665,1.3475,0.6073,1.2641,2.109,1.3083,1.0036,0.9321
,,,,,,,,,,,,,,,,
2014 Estimate; BEDROOMS - Total housing units - 4 bedrooms,,,,,,,,,,,,,,,,
value,16.5205,19.6411,16.5575,15.648,19.7437,19.2233,15.673,13.4994,17.9809,16.918,15.1978,15.4043,17.5143,15.9404,15.6443,11.7513
min,12.1,14.3,13.4,12.2,14,16.4,9.9,9.2,11.5,13.4,11.3,10.2,12.1,8.9,12.5,6.1
max,21.2,24.4,23.1,18.4,25.1,23.6,17.7,16.5,24.8,21,19.7,22,25.2,21.2,18.8,15.9
mean,16.55,19.6,16.5895,15.6571,19.7364,19.2429,15.6857,13.5182,17.9467,16.9,15.1714,15.4217,17.4385,15.9077,15.6308,11.7588
std. dev.,2.4349,2.8853,2.4431,1.7512,2.9258,2.0795,2.6511,1.8544,2.9969,2.6676,2.2602,2.929,3.939,3.5523,1.7269,3.4317
,,,,,,,,,,,,,,,,
2014 Estimate; BEDROOMS - Total housing units - 3 bedrooms,,,,,,,,,,,,,,,,
value,37.736,38.344,40.4099,42.5067,40.7434,35.3539,40.3597,48.5533,34.8559,37.2489,47.0767,50.2388,32.4602,45.0057,43.0965,44.2292
min,32.1,30.8,26.7,38.7,26.9,26.1,38,39.9,28.4,31.8,41.8,44.2,27.8,35.7,33.8,35.2
max,42.3,49.2,47.8,48.2,51.4,44.3,44.9,54.3,40.2,42.8,52.1,55.8,39.6,54.4,53.4,50.4
mean,37.7444,38.3462,40.4053,42.5381,40.8318,35.3429,40.3714,48.4955,34.8533,37.2727,47.1071,50.1478,32.4462,45.0231,43.1462,44.2882
std. dev.,2.6759,5.5434,4.5402,2.8856,6.3694,5.3216,2.2692,3.4921,3.6549,3.4543,2.8045,3.1171,3.6262,5.1057,6.0408,4.3836
,,,,,,,,,,,,,,,,
2014 Estimate; BEDROOMS - Total housing units - 2 bedrooms,,,,,,,,,,,,,,,,
value,27.4111,24.1227,27.0665,26.6588,22.1105,27.0895,26.5197,25.8799,26.5179,26.0131,24.2124,23.6076,27.2256,25.6518,28.2291,31.7642
min,20.6,21,22.2,23.6,16.9,22.3,22.7,21.1,22.3,20.9,21.9,16.3,21.1,21.3,23,24.6
max,31.8,29.3,30.9,32.7,28.4,30.4,30.1,30.9,36.3,34.3,27.8,29.2,33.9,35,37.3,44.4
mean,27.3889,24.1154,27.0368,26.619,22.1136,27.1,26.5,25.8864,26.5467,26.0364,24.2429,23.6217,27.2846,25.6769,28.2462,31.7706
std. dev.,3.2331,2.4467,2.0535,2.4758,2.8426,2.1715,2.4766,2.409,3.2233,3.6792,1.9429,3.0333,3.5305,3.769,3.779,5.5736
,,,,,,,,,,,,,,,,
2014 Estimate; BEDROOMS - Total housing units - 1 bedroom,,,,,,,,,,,,,,,,
value,12.0528,9.2583,9.7874,10.1592,7.2649,10.8471,10.5541,7.9194,12.5947,12.2712,9.2958,6.3642,14.2606,8.1477,8.5936,8.4419
min,9.8,6.4,6.8,7.9,4.4,7.5,6.7,4.5,7.7,9.1,6.2,3.1,9.2,5.8,3.5,4.5
max,15.3,12.9,11.7,12.9,9.9,14.7,12.4,11.8,19,15.7,12.9,9.8,21.6,11.8,12.5,20.5
mean,12.0444,9.2538,9.7947,10.1476,7.2818,10.8286,10.5571,7.9182,12.5933,12.2909,9.2714,6.4043,14.3154,8.1615,8.5615,8.3706
std. dev.,1.3729,1.895,1.4991,1.238,1.5429,2.2896,2.0419,1.6402,2.8831,2.1787,1.9539,2.0433,3.3361,1.6434,2.9784,3.715
